Comparison,Correlation_Gbm,Correlation_hnscc,Correlation_Luad
C1orf43,,,0.36516018614712137
ACTR10,,,-0.3032894653933757
EXOSC9,,,-0.3031897654192902
CCL14,,,-0.3031498740392449
RABL3,,,0.30292607714089365
KLHDC10,,,0.30980645395102324
ARHGDIA,,,-0.3028658603900969
PRRC2A,,,0.3027371439341173
AKNA,,,-0.3025646664579628
PAM,,,0.3023865617544409
FAM50A,,,0.3022289401031813
ZKSCAN7,,,-0.3348286673572197
PYGB,,,-0.3018712670492088
TOMM22,,,0.3017904838427781
YAE1,,0.31640674680883984,0.3730239433657165
PBDC1,,,0.3015009016133253
LIMD1,,-0.39761943757262935,-0.3010991688786062
HSPH1,,,0.3007703912644418
RBM14-RBM4,,,0.30051893226411924
TMEM63B,,,0.3004986381014725
TPCN1,,,0.3002588853920274
MPEG1,,,-0.30687881706181225
PABPC1,,,0.29974452106650473
SEC22A,,0.278251168455533,0.2996998254333875
ARV1,,,0.36082926896350703
UCK2,,,-0.30501661966540616
STX18,,,0.2995197449726127
SDR16C5,,,0.29929062640892984
CD37,,,-0.3451958094617191
GPAA1,,,0.2991918658982977
CDH1,,,0.2991641059128925
PIGS,,,0.2990783713010156
ATP5F1D,,,-0.2985876704587829
UBIAD1,,,0.3506617249058043
STK4,,-0.3510938588078639,-0.2985448420150953
FTL,,,-0.2985258401313832
THOC1,,,0.29835918557755337
CXCL13,,,-0.3036945234932232
LPAR1,,,-0.4359579660903755
COPRS,,,0.30332976553688623
AGPAT3,,,0.2976981079001524
FBXO45,,,-0.29767176483010915
HECTD3,,,-0.297522107055933
ADA,,-0.2840251105633504,-0.29748842902642353
CST6,,,0.32281526955483075
CLCC1,,,0.2973021364254451
MAST3,,-0.3689041824813554,-0.2972597074203169
DCUN1D2,,,0.31717335915994466
CD2,,-0.3957065223797676,-0.2960656231723049
EMC10,,,0.2960224434691635
CDK4,,,0.2959265135995678
TYW1,,,0.30122646248053114
RAB35,,,-0.29571300260017885
STOML1,,,0.32207866567693044
CD3D,,,-0.3463916724853442
ATG4A,,,0.2945694205730779
EMID1,,,-0.3641361252328836
USE1,,,0.294306737075285
USP8,,,-0.2942655441070448
ERRFI1,,,0.29385973628326634
ATP5F1B,,,-0.29346010937296435
ABCC10,,,0.3199199718529762
PHETA1,,,0.3486068600082516
WWC3,,,0.2927140050825271
UGCG,,,0.3748601439539331
CD8A,,,-0.2924778985059609
KCNAB2,,-0.3924041757456884,-0.2924557019154113
RASL12,,,-0.2923457914080657
SRF,,,-0.2976626052784241
JTB,,,0.3331921687048642
MUSTN1,,,-0.2920914802980211
HTATSF1,,,0.2919176499118785
RASGRP4,,,-0.3028866965004444
CD1A,,,0.2985699058201312
RXRB,,,0.29167389843102143
CRTAC1,,,-0.2916485465876392
CUX1,,,0.2916284399432527
VKORC1L1,,,0.30385492792711954
SLC25A4,,,0.29137594691106417
LAMA3,,,-0.2911867538460575
YTHDF2,,,0.2911690354658998
RNASE4,,,-0.29111211116735586
TRMT1,,,0.2909101147234462
NUDC,,,0.2905439226920684
ATG2B,,,0.2904635188829038
S100A13,,,0.2900586798545879
EML6,,,-0.2952396308654264
REEP3,,,0.28992690146548783
PGC,,,-0.2962769805761564
CD74,,-0.2985459148052117,0.28948253566143
HSCB,,,-0.2894753890284134
ELOC,,,0.2892393520545592
GALC,,,0.28907784993376723
IL33,,-0.3097314695035649,-0.2890477966659533
PIN4,,,-0.2888619311528554
MSLN,,,-0.3069349395022265
MOB3A,,,-0.2885929121235106
SHPRH,,,-0.30231441436667605
PABPN1,,,0.2883206318761147
VAT1,,,-0.2882721866469149
PAFAH1B2,,,-0.2882230391470626
NEK8,,,0.3492589982745456
PPP1R13B,,,0.28782364868339183
PIGO,,,0.28781379443071964
RETREG3,,,0.2867593601822722
CD48,,-0.4065999601068356,-0.28675447964592743
ANK3,,,0.2918566647970562
LCLAT1,,,0.28647518538971684
FAM160A1,,,0.2864147099610385
GSR,,-0.2817802746805487,-0.28637336722814355
TMED1,,,0.2863189948331276
RNF113A,,,0.28618254738056104
XPNPEP3,,,0.2856477417079735
PUM1,,,0.2856031495538922
RAB8B,,-0.3227734720735358,-0.2854020915267049
SLC35A2,,,0.30966601964158
SLC43A3,,,0.3079314102065989
MVB12A,,,0.28496141902193306
SIX4,,,0.3045591969427712
ABI1,,,-0.28490208648917
OSTC,,,-0.28430986704600336
CXCL12,,,-0.2838143897340765
ADH4,,,-0.2835502731430832
NCOA3,,,0.2835184486986949
SELENOP,,,-0.2834123370435683
SEMA4A,,-0.3934151822672213,-0.2832593163181071
SNX21,,,0.2832044124188754
RHOC,,,0.2831503128785834
ABHD11,,,0.2831495537658417
PRUNE2,,,-0.2827096971853628
LPCAT3,,,0.28259516483028235
TRIO,,,0.2825858222939974
CCDC25,,,-0.34508947663928063
PCSK5,,,-0.2958853879663441
CAMK4,,,-0.2886221332055692
THOC2,,,0.2821062128672997
NACC1,,,0.2820515733065967
C1orf122,,,0.2820465434451964
COQ8A,,,-0.2818713194924912
PLA2G2D,,,-0.3376588699247847
HLTF,,,0.2818327291946142
PHF10,,,-0.28154434216834445
PPM1G,,,0.28146985450543305
ZBTB3,,,-0.44289048501619177
ACSS3,,-0.30015574419003554,-0.2809864527447464
CLYBL,,-0.30521421761559386,-0.28096814839648626
LYPLA2,,,0.2808443809186697
TBL2,,,0.2807427873253336
KCNQ1,,,-0.4240571646907365
ZFP36,,,-0.2999901901844547
ELF3,,,0.2805685692986767
ABLIM1,,-0.3267881471128296,-0.2815022529831613
PGRMC2,,,0.2802372430594977
HSPB6,,,-0.279319486660225
VKORC1,,,0.2790306020285055
CALML3,,,-0.2789928363513509
BET1L,,,0.2853662296625168
BST2,,,0.27891622861437304
CD59,,,0.27888117590477685
LIPA,,,-0.2788706913112773
DPP4,,,0.27884208307088865
LAMA2,,,-0.2787496565147498
ISG15,,,0.27835094518536263
GAS2L2,,,-0.297550194080315
MCUB,,,0.2844214292314507
MMP23B,,,-0.28839183604786955
ANKK1,,,-0.2882644795709078
TESC,,-0.4678048673652177,-0.2776077402892325
C15orf40,,,-0.277164155794046
PLA2G5,,,-0.4232255184965629
NKX2-1,,,0.277060108441349
CDH17,,,-0.4752687208606942
TRAPPC11,,,-0.2767748440985153
GMPS,,0.2771951339608529,0.2764877774430401
MAP2K7,,,0.2764352554859911
GLCCI1,,,0.2762435791963725
GSTM5,,,-0.27619265055132475
CUL7,,,0.275900409635809
NARS,,,-0.2758948811955312
DDA1,,,0.27551597323651633
SLC52A2,,,0.3345189453376333
KIAA1217,,,0.2754229044145058
ARMC9,,,0.2753812478070612
ABCC6,,,0.31983402770340313
S100A1,,,0.30180493972976463
ZDHHC6,,,0.3213004965403846
TRAM1,,,0.2747010720796509
TUB,,,-0.29192703274713017
SNX5,,,-0.2740126894463658
ANGPT1,,,-0.2869963831365732
ENPEP,,,-0.273825040258358
TDRKH,,,0.2737375675641339
CILP,,,0.2736664477645969
ORMDL3,,,0.2786500858962834
ADCK1,,,0.2799510397532339
CANX,,,0.27351214351042263
POM121C,,,0.27321451079027337
DNAJB1,,,0.2731217922517201
PARP9,,,0.2731169343255776
SQSTM1,,,0.2730340258016054
IFT27,,,0.27296357281196937
ZFYVE19,,,0.2726967599992855
RAB24,,,0.2726352812386428
GUCY1A2,,,-0.27261968836331685
SNUPN,,,-0.2725935492029041
MTDH,,,0.2725442215920416
ATP13A1,,,0.2725256549848506
CCDC178,,,-0.3330797918308433
NIF3L1,,,-0.272437693143732
RSF1,,,0.27235165640047576
TICRR,,,-0.3055574033446596
ICAM3,,-0.3317089362774565,-0.2721677669529182
RCE1,,,0.31401817550305083
SRXN1,,,-0.2718098777950161
NIN,,,-0.27178865704759514
PISD,,,-0.27137235881617405
CD3G,,-0.38103218224103175,-0.3337055243147454
NQO1,,,-0.2710445353833335
AKAP10,,,-0.2710174085875569
STX10,,,0.2709748935019792
PLXND1,,-0.2782982283478794,0.27083100241626923
HLA-DRA,,,0.2708006135965101
WISP2,,,-0.270797317882146
STARD3NL,,,0.3185593333919368
BAG4,,,-0.2707607948196277
ATP5PF,,,-0.2707117066853317
MAPKAPK3,,,0.2705657559872324
EI24,,,0.2704513290909589
EBAG9,,,0.27031873028407444
FUT8,,,0.2702542980243223
FAM83H,,,0.2702047855501395
MUC13,,,-0.3695367699825526
GNL2,,,0.2701253441873717
GRK3,,,-0.27011089237823416
CEACAM6,,,0.2700953314920356
ATP2C1,,,0.2699234257727109
PTPN4,,,-0.36002157370185656
SULT1A4,,,-0.2697050576837444
SMG5,,,0.2697027374077895
TPRKB,,,0.26963113767070457
SLC15A2,,,0.275482831266234
MEF2D,,-0.2911881683839892,-0.2691445635317892
DDX39B,,,0.2688361790626397
CLSTN1,,0.3963304448309263,0.2686386647493031
PPT1,,,-0.2684270990187065
MSTO1,,0.32159818531916273,0.2679897288211036
PODN,,,-0.26790438521411103
IFIH1,,,0.26766327451953364
NHP2,,,0.2674354597849783
ATP1B1,,,0.26732640823085263
TOX4,,,0.26715557267209883
HGD,,,-0.2729398970324576
IMPAD1,,,0.26655257987453945
PALM3,,,0.2665211352662081
PDE4DIP,,,0.2664440597515221
CFHR4,,,-0.3041639711377059
PKN3,,,-0.2777070609184925
CD9,,,0.2662353373864421
DCLRE1C,,,-0.3673312993589182
ACP1,,,-0.26611109134906963
FOXL2,,,-0.3072262947269032
ATP5PO,,,-0.2653505927928657
ACOT8,,,0.2652773997889936
SMAD1,,,0.2652185472075982
SH3KBP1,,-0.3556599970394298,-0.26519209848810066
IRF7,,,0.29596607046414203
CHPT1,,,-0.33095867973308585
LCA5,,,-0.3657259070327198
GPR107,,,0.2649073129574925
SCAF4,,,0.2647869262289748
UBTD2,,,0.270877751439542
FGF2,,-0.3488605619450745,-0.2647148812729908
AGFG1,,,-0.2647022000392515
CD38,,-0.3879386887546149,-0.2644757030629016
ALYREF,,,0.2644274645299619
ATP5F1E,,,-0.2824211459722425
SSC5D,,,-0.2640624522601117
RCOR2,,,0.2639221746513035
TG,,,0.3026534376760872
TMEM63A,,,0.2634357164196477
MDM1,,,-0.26338302025552435
RDH11,,,0.26321210665091865
ATF1,,,-0.2800038491571518
WFDC2,,,0.2630622055057857
TIMM8A,,,0.26294122856791896
LEMD2,,,0.2629354566250093
CCDC40,,,-0.3002009189217036
PDZK1IP1,,,0.31734076326872473
EDF1,,,-0.2626134140877553
ODF2,,-0.267972976601423,-0.2624334960866471
SPP2,,,-0.2623209702514765
CYFIP2,,-0.4488312062809535,-0.26231384168897537
MLEC,,,0.26228066745701684
RPS27A,,,-0.2621072302133121
C1GALT1,,,0.2718909120822477
PDE5A,,,-0.2619114852893404
MTX1,,,0.2617977784197898
SLC25A22,,,0.26172875044377386
OXSR1,,,-0.2616690872721089
PCSK6,,,-0.3245128278406013
TMEM205,,,0.2676845087487801
CSTF1,,,0.2614723463612251
SPRYD4,,,-0.2614405975967552
JAG1,,0.5193675703808045,
IRF6,,0.5142276477593416,
PKN1,,-0.5084976649711582,
RTN1,,-0.4786746506558022,
FAM107B,,-0.4707910089197826,
ATP2A3,,-0.4682250161990962,
PIP4K2A,,-0.4680388787804625,
ITPR1,,-0.462336012377833,
CELF2,,-0.45969704444904996,
FHIT,,-0.4681310660984413,
ARL15,,0.4578530342823664,
FAT2,,0.4496946259901747,
ZBP1,,-0.442137854937479,
CARD8,,-0.4420912074734858,
NUB1,,-0.4337400677994331,
TBC1D1,,-0.4332015916390696,
CHCHD2,,0.4319130863266423,
RASIP1,,-0.4303666495631692,
CADPS2,,-0.44898414873437575,
ADPRH,,-0.42319209437660177,
PACSIN1,,-0.4642313736569086,
INHBA,,0.4205589520795511,
RIPK3,,-0.42049314202604027,
CAVIN2,,-0.4196447588164822,
ANO1,,0.41830133382150775,
GLRX,,-0.4158674292676963,
STX6,,0.4156265148813595,
SP2,,-0.4647985567775924,
CD276,,0.41317233553674015,
MMRN2,,-0.4121912191553697,
CD34,,-0.4116507158477375,
FRMD6,,0.4116095072250173,
NUP133,,0.4098573672235587,
NUP37,,0.4021549575568661,
GPC1,,0.4016066017618977,
CTTN,,0.4002062693775088,
NEDD9,,-0.4326347141003749,
GZMH,,-0.3955829710054996,
RPS3,,0.3951088109241606,
GNG7,,-0.4047302218447526,
JAK1,,-0.3911420532307712,
TMC5,,-0.5509403464099658,
SOD3,,-0.3886348891312989,
TTC9,,-0.3882876870887532,
GMPR,,-0.3882876761269267,
EPB41L3,,-0.3876269591703295,
FGD2,,-0.38748963863260777,
PICK1,,-0.3957481266266538,
SAMHD1,,-0.3869854638257351,
FRY,,-0.39719937849432907,
CD5,,-0.3969504486623524,
TBRG4,,0.3858472669065007,
UBE2J1,,-0.3849932453559095,
P3H4,,0.3849349963342849,
SP110,,-0.3845958346012061,
SERINC3,,0.3826807408510621,
REPIN1,,-0.38940737600229136,
GJB3,,0.5123446634583998,
EPB41,,-0.3788716157354369,
DYRK1A,,-0.3776004323433543,
WNT4,,0.4546534862783034,
LYN,,-0.3747085957835987,
ANXA2,,0.37251289406400623,
SIGLEC1,,-0.36999650094266656,
GSDME,,0.3693651281843372,
PCSK9,,0.3779069750762134,
CD79A,,-0.3666928672246005,
C2CD2L,,-0.3654675970486992,
LIN7A,,-0.5238465535331185,
NADK,,-0.3635408632343167,
CA5B,,-0.3634120194667916,
STAP1,,-0.536074027586165,
PHF1,,-0.3619709620177205,
IPCEF1,,-0.5494433115167271,
TRMT5,,0.36000733001533325,
MLF1,,0.3881860848972869,
GMDS,,-0.35892487393992983,
NPTN,,0.35708585997216624,
JCHAIN,,-0.3563446245835128,
MYH11,,-0.3563240368075189,
EPHB4,,0.35533356248207104,
AAAS,,0.3545782270401064,
UROS,,-0.3543318400638455,
CARD16,,-0.3643416452155993,
TMEM132A,,0.3519668194545332,
SYNJ1,,-0.3515653885323751,
GALM,,-0.3502873611648549,
TRIM47,,0.349515474882496,
IGFLR1,,-0.3583724098661525,
DENND1A,,-0.3486394684706391,
MBOAT7,,0.3485649728469923,
PRKACB,,-0.34779494939830663,
B3GNT5,,0.6353845060933873,
AEBP1,,0.3471324329446705,
TMEM9,,0.4858578122549434,
VANGL1,,0.3450558562216519,
TNS4,,0.34471364318572506,
FOLR1,,-0.4005237015501261,
PRPH,,-0.34330584822469784,
GNAO1,,-0.3431475523904607,
SYNE1,,-0.3419470962087302,
SVIP,,-0.3727553330905261,
GJB2,,0.3412654195250399,
CRAT,,-0.3405360814718514,
ME3,,-0.3402184070110761,
LILRB5,,-0.3401006112757684,
WDR26,,0.33954757831004817,
DSTN,,0.3392441527589972,
PPP1R12B,,-0.33917160273118985,
PPFIA1,,0.3384574586144441,
ITGAE,,-0.34590830077394896,
TFAP2A,,0.3363393842954404,
FCHSD2,,-0.3359834961436569,
FKBP2,,-0.3355660244631954,
VAT1L,,-0.377753730144098,
GNG11,,-0.3350055809523556,
CMA1,,-0.334345952824198,
CAPN5,,-0.3324400598806105,
SETMAR,,-0.3324223578837056,
C12orf57,,0.3323569424182672,
GNPTG,,0.33235145956656914,
NAB2,,0.3320799503961706,
CNOT6L,,-0.3319321001955341,
SLCO2A1,,-0.331708657943724,
METTL17,,0.3302289062285574,
KCTD12,,-0.3300417532579997,
EIF2D,,0.3295588990356865,
TPCN2,,0.6580526112349789,
PGPEP1,,-0.35890099152649885,
GBP4,,-0.32884134731967435,
RGN,,-0.3488128079477713,
GTF3C4,,0.327708243470651,
DYNC1I1,,0.33514773524931984,
PSMB5,,0.3276122670291165,
APOBEC3G,,-0.32687964489307764,
LILRB2,,-0.3264998631137973,
CPVL,,-0.326127035810129,
EDIL3,,0.325945871543068,
CRABP1,,-0.3258895577874624,
BBS4,,-0.4112959536798021,
CNTRL,,-0.32566171442886616,
RHOF,,-0.3425024788841923,
HTRA1,,0.3252840191680987,
SULF2,,0.32507222662311064,
TMTC3,,0.3246559722845259,
NMT1,,0.3246140691430731,
RAB7B,,0.3245631378783684,
THBS2,,0.3242211370804485,
MANEAL,,-0.6499013774008665,
NOL6,,0.32345386335171794,
PIK3CA,,0.3215062789033756,
PGM5,,-0.3212799049482492,
FBXO6,,-0.3211046136118161,
TBCE,,0.3206988933770236,
ACOT2,,-0.3205712663307788,
KIRREL1,,0.32043900891056804,
THADA,,0.32024735985796715,
SLAMF6,,-0.6428480174619281,
OXSM,,-0.31949391685038586,
RRP7A,,0.3194714173448252,
SDK1,,-0.3265462577188559,
ARHGEF2,,-0.3189580283736683,
FBXO3,,0.3187906011720571,
LAP3,,-0.318473704761175,
PSMB8,,-0.3181321429601428,
LAMB2,,-0.318078640823522,
CAT,,-0.3176961551838217,
DICER1,,0.3163481817616357,
NUP85,,0.3162331354846086,
PPIL3,,-0.3154593101254743,
CNOT1,,0.3154406284082285,
CERS5,,0.3150685530750034,
TYK2,,-0.3149496359188097,
LMNB1,,-0.3149019798904261,
CSNK1G2,,-0.43686469124137306,
CRBN,,-0.31463871713845504,
PAG1,,-0.3140478186911367,
DMTN,,-0.314027369628024,
GNPAT,,0.31356251110965233,
MAP4K5,,0.31332592220560096,
APOL3,,-0.3130646833163033,
PTPA,,-0.3122798390443152,
ARHGAP18,,-0.3122706374278185,
ACACA,,0.3120051035597423,
ICA1,,-0.3736151615695239,
PSMB10,,-0.3111701209422632,
PSMB7,,0.3107610119294047,
BTN2A1,,-0.31067896057361843,
RCL1,,0.3105551139663374,
DDAH2,,-0.3103498061261035,
DYNC1H1,,0.3097439133865472,
CRACR2B,,-0.5506196626597151,
MGME1,,0.3083179539086852,
FRRS1,,0.3082896967478581,
PAPOLA,,0.3080740124026082,
KPNA6,,0.3079936860069749,
DMAC2,,-0.3079420674220287,
NR2F2,,-0.30779995581376857,
PSME1,,-0.3076893875639444,
GCNT3,,-0.30735547901255544,
DPH6,,0.3073515397737735,
HEATR1,,0.3072849002750067,
SP140L,,-0.3251150412896983,
ABCA8,,-0.30675378466301384,
CPPED1,,-0.3064485539208616,
NXNL1,,-0.4146717771710622,
C19orf53,,-0.3060067555563627,
OLFML2A,,0.3057983055234289,
CENPC,,-0.3057596794810219,
CAPN7,,-0.3052172844651353,
LGALS8,,0.30510668169027017,
LONP2,,0.30459998354886153,
UVRAG,,-0.3044928697990756,
UBR4,,0.3033333965668931,
SIRT6,,-0.30330001965025555,
GIT2,,-0.3032339139195858,
ATXN1,,0.3101745158943492,
CD3E,,-0.33999421875020697,
CPA3,,-0.30295749738524397,
SNCG,,-0.3029235908127872,
ANKRD36C,,-0.5751169055851166,
WDR48,,-0.3021202201449021,
LTBR,,0.3102160288441351,
PLD4,,-0.3175322994899946,
TP63,,0.3006102783988622,
PIEZO1,,0.30002858001952226,
XYLT2,,0.3506901148648636,
TCEAL5,,-0.4056314512461872,
SDS,,-0.30559907875144143,
PPP1R3A,,-0.32413477185359085,
EIF4G2,,0.2984222119873517,
TRIM14,,-0.29803947937029096,
ZNF460,,0.3063590755109469,
RPS16,,0.2980013905321709,
HPRT1,,0.2979193862146361,
FBXO44,,0.3130687126042977,
FKBPL,,-0.2970881189481879,
PSIP1,,-0.2970184735485375,
PCNT,,-0.2968980846415852,
KDM5B,,0.29678338358462325,
CMC4,,-0.29670014538115097,
PSD4,,-0.29650626645762057,
RAB34,,0.2963923032200953,
CDC42BPB,,0.29630722067881143,
RFXANK,,-0.2960780447981373,
LY6K,,0.40844656103326427,
MMP24OS,,-0.3229692587807459,
FOSL1,,0.3143633316923655,
RPS27,,0.2953786121539518,
PRF1,,-0.30387649555706897,
GFM1,,0.29382240355240835,
GMPPB,,-0.29372229114180803,
ACAT1,,-0.2929975580676081,
HMGN1,,-0.2925675678585326,
RECQL5,,0.2924457691460965,
MTMR14,,-0.2922671293355015,
C11orf54,,-0.2920540056447125,
AHNAK,,0.2919034495167317,
FAM162A,,0.2918277445037871,
PDGFRL,,0.298486854576538,
PSMB9,,-0.2916016922955109,
SYNCRIP,,0.2914047667158535,
PLEKHG3,,0.2912869870071085,
EIF5,,0.2912819893783661,
CHST12,,-0.33432554426337713,
SPATA13,,-0.2975439112293177,
MYH4,,-0.2974388575257635,
SLC25A20,,-0.290485189090856,
CLIC6,,-0.2900446961855752,
SEC61G,,0.2981188676104016,
COL5A3,,0.2898083146034962,
MLF2,,0.2898045304370535,
HSPA1A,,0.2896403096555897,
CD27,,-0.3452768647618861,
HNMT,,-0.2895625181820818,
RARG,,0.2959058011860587,
PPP1R12C,,-0.2891332669289716,
GOLGA7,,0.2890428223753205,
PSMC1,,0.28902585779256257,
RPS5,,0.2887593894027234,
PSMD2,,0.288501162302712,
ZG16B,,-0.2883022333035582,
ERN2,,-0.37635868434337055,
SERPINI1,,-0.2963386561855841,
SORBS1,,-0.28791288506696544,
INAVA,,0.3387602455442974,
PSMB6,,0.28726155874403425,
TREX1,,-0.2870444668197655,
TSPAN9,,0.2950594397156674,
AMPD1,,-0.2868460362902846,
COL6A6,,-0.2860991096568811,
KYAT3,,-0.2860017462739702,
CLIC5,,-0.2858251985916465,
RPL35A,,0.2856441050570749,
JADE1,,-0.6089746293655496,
CKS2,,-0.30825016561959384,
SYN1,,-0.4924130460916173,
SMG1,,0.2850234433890453,
OAF,,0.2938141582235928,
C6orf58,,-0.2843819472635869,
GSK3B,,0.2843299831358221,
GJB6,,0.292313351543633,
COL17A1,,0.2841235724873937,
ACOX1,,0.28387878957172663,
GMPPA,,-0.2835135784300567,
SBF2,,0.2834769936255017,
MUC5B,,-0.28344598214362504,
BPIFB2,,-0.2834114898459641,
C7orf25,,0.2912982246097269,
TRAP1,,0.2830937518896818,
RPL30,,0.2830349286398146,
ULK3,,-0.28274962350169497,
ACADS,,-0.2826170624404104,
POSTN,,0.28260614811526896,
MFAP4,,-0.282108202367645,
RACK1,,0.2821063452785258,
NUP210,,-0.28201334164441383,
TNRC6A,,0.28994016060079564,
FSTL3,,0.4689103143014217,
MID1IP1,,-0.2870014959836335,
TTC33,,-0.28154341619995044,
AGO1,,-0.2813559215475086,
PIK3C2A,,0.2813037787114324,
PCCA,,-0.28127289357387675,
TBCEL,,-0.28113626068628844,
PKN2,,0.2808983901864799,
PCNA,,0.28073294856029457,
PLEKHH3,,0.3879901492841691,
CDH5,,-0.2799482110997201,
SDSL,,-0.2798478206395736,
CELF1,,0.2798239833024264,
NOC4L,,0.2795285706978372,
CMTR1,,-0.2793342246311045,
EXOSC3,,0.27927464163196897,
RAF1,,-0.2791965306230452,
RASSF3,,-0.3861804753741045,
SH3BGRL2,,-0.2791106757863605,
INTS13,,0.2789406225046497,
HMGN4,,-0.2788980657348802,
PALLD,,0.27866565361741524,
PCDHB2,,0.2949738040412157,
PPP1R7,,-0.27828120867069345,
KDSR,,0.2781771522988409,
LENG1,,-0.29452680763020195,
NME6,,0.311186736096979,
COMMD8,,0.27674141777855754,
DSP,,0.2765595980728908,
SAMD4B,,0.2765442820819093,
DUSP16,,-0.5499499401475406,
FAM3D,,-0.2760867336911416,
PRX,,-0.2757136793127968,
KANK3,,-0.2754369787729397,
SDC2,,0.2818331007846657,
MPV17,,0.2751785660553793,
UBL5,,-0.27490694311631425,
SLC8A1,,-0.3771753179520383,
CCDC80,,0.27465236618861033,
VPS35L,,-0.27462033555484816,
SPN,,-0.2741860783940616,
RGS14,,-0.2740959128674212,
AFG1L,,-0.273862258920922,
PSME2,,-0.27334356469040505,
CLEC11A,,0.2732677718496931,
SAAL1,,0.27301412870860897,
LUC7L2,,-0.2725480786644781,
DKK3,,0.2725363903611997,
AFAP1L2,,0.27176636562473816,
TK2,,-0.2717526053984593,
C19orf66,,-0.2712492269651949,
NRF1,,-0.27117801884210296,
ATP6V0A4,,-0.30603489672993217,
RPS13,,0.27079444240321715,
SPINT2,,0.27024883542951056,
TSR3,,0.2701946995907377,
FHL5,,-0.2778293648557775,
EIF4E3,,-0.2701706355427917,
PRB4,,-0.30496688481363066,
SLC26A6,,0.3326337141019494,
RPIA,,-0.2695300442147131,
TGM2,,-0.2694335494880652,
TAPT1,,-0.2770505667310099,
MMP11,,0.2693991354785083,
TRAT1,,-0.5803231054174998,
QPRT,,-0.269265779253695,
MACF1,,0.269250376995007,
TUBA1B,,0.2689409452246986,
NUP107,,0.2685825393432031,
EBF1,,-0.2685081464595561,
NUDT16,,-0.26846377863128273,
CSAD,,-0.27427769407704244,
HVCN1,,-0.267907501422923,
ANKHD1,,-0.4312610818008884,
TSKU,,0.2821779638651727,
CLTC,,0.26763185609536105,
PLEC,,0.2675222737015326,
LRRK2,,-0.26745703562852896,
UTP6,,,
RAE1,,,
GAR1,,,
TFAM,,,
NUP153,,,
SCG2,,,
SNU13,,,
POFUT1,,,
HSPE1,,,
SLC25A6,,,
DDX28,,,
IDH3G,,,
MTCH2,,,
SLC50A1,,,
MRPL42,,,
TFCP2,,,
PPIF,,,
TIMM17B,,,
XRCC6,,,
TRPT1,,,
TMCO1,,,
RBM12,,,
INTS6,,,
ARMC8,,,
FUS,,,
CDC42BPA,,,
UTP15,,,
DNAJA3,,,
TMLHE,,,
YARS2,,,
NEBL,,,
AIFM1,,,
DEK,,,
AMDHD2,,,
NOP58,,,
UBA2,,,
UBE2H,,,
UMPS,,,
MRPL17,,,
PRPF4B,,,
HMGB1,,,
VAPB,,,
ERCC5,,,
CHD4,,,
SIPA1L1,,,
NUDT21,,,
HNRNPH3,,,
LAMTOR5,,,
MUC5AC,,,
CXCL8,,,
HSPA4L,,,
SEPHS1,,,
TRMT10C,,,
MT1F,,,
SLIRP,,,
ABCB7,,,
TCERG1,,,
MMS19,,,
SLC38A10,,,
WDR5,,,
KDM2A,,,
FBL,,,
MT1G,,,
SAE1,,,
DKC1,,,
MRPL44,,,
ALDH2,,,
GLS2,,,
A1CF,,,
RTFDC1,,,
RPS18,,,
SF3B6,,,
MIF4GD,,,
HMGB3,,,
EIF3H,,,
ATRN,,,
FIS1,,,
POLR2L,,,
TMA7,,,
RARS2,,,
DCAF13,,,
COX14,,,
SLC25A40,,,
MFSD6,,,
HNRNPD,,,
S100A14,,,
NOP56,,,
RHOT1,,,
SIN3A,,,
ARHGAP6,,,
SSB,,,
AKT1S1,,,
ATP2B1,,,
C14orf2,,,
STOM,,,
CORO1B,,,
ATP2B2,,,
PIGK,,,
CPNE1,,,
BTAF1,,,
SNRPC,,,
ANP32E,,,
MRE11,,,
TRUB2,,,
MRPL50,,,
USP39,,,
MRPL12,,,
LARS,,,
PPP3R1,,,
CCDC90B,,,
MRPL33,,,
PDHA1,,,
MRPS34,,,
HSD17B10,,,
ADTRP,,,
GTPBP10,,,
IWS1,,,
SDHAF4,,,
VDAC1,,,
TOMM40,,,
RPL22L1,,,
CDC42,,,
PPP6R2,,,
PDHB,,,
SCN7A,,,
MRPL15,,,
UBR5,,,
COQ7,,,
XRCC5,,,
IDH3B,,,
SMCHD1,,,
IK,,,
NEMF,,,
HNRNPUL1,,,
EXOSC5,,,
MRPL37,,,
ABL1,,,
SEPT8,,,
RPS25,,,
MRPL43,,,
PTCD3,,,
GNPDA2,,,
TOR1AIP1,,,
MRPL21,,,
MRPL11,,,
MFF,,,
FAM210B,,,
TSFM,,,
DDX1,,,
CELA2A,,,
GBP2,,,
TUFM,,,
CDX2,,,
GNB2,,,
RTCA,,,
NPNT,,,
ZMYND8,,,
TOMM5,,,
APOA4,,,
CCDC58,,,
GTF2E2,,,
IFI35,,,
PHB,,,
CPA1,,,
ATP12A,,,
LDHAL6B,,,
IDH3A,,,
UTP18,,,
GOT2,,,
DDX60,,,
PDE3A,,,
PRDX5,,,
PUF60,,,
RRS1,,,
ANAPC16,,,
HSPD1,,,
MAIP1,,,
WARS,,,
SPARCL1,,,
CHMP6,,,
HNRNPL,,,
YTHDC1,,,
ALG11,,,
FXYD3,,,
KIAA1522,,,
HACD4,,,
PACS2,,,
CDC5L,,,
SNRPN,,,
